Title,year,Genres,Actors,Director,Plot,OMDb_URL,Poster_URL
Freaks,1932.0,"Drama, Horror","Wallace Ford, Leila Hyams, Olga Baclanova",Tod Browning,"A circus' beautiful trapeze artist Cleopatra agrees to marry Hans the leader of side-show performers, but Hans' deformed friends discover that she is only marrying him for his inheritance. So they seek revenge.",https://www.imdb.com/title/tt0022913/,https://m.media-amazon.com/images/M/MV5BMDM1ODExZmItYjc2MS00MTM4LWIxMGItOWI0OWM0MzI3N2Q1XkEyXkFqcGc@._V1_SX300.jpg
Love Me Tonight,1932.0,"Comedy, Musical, Romance","Maurice Chevalier, Jeanette MacDonald, Charles Ruggles",Rouben Mamoulian,"A Parisian tailor finds himself posing as a baron in order to collect a sizeable bill from an aristocrat, only to fall in love with an aloof young princess.",https://www.imdb.com/title/tt0023158/,https://m.media-amazon.com/images/M/MV5BZDFmODE1ODItNDhhMy00YjdmLTgyOTAtOWZkNTBkNTA2N2RmXkEyXkFqcGc@._V1_SX300.jpg
Boudu Saved from Drowning (Boudu Sauvé des Eaux),1932.0,Comedy,"Michel Simon, Marcelle Hainia, Sévérine Lerczinska",Jean Renoir,"A bookseller saves a tramp from drowning and shelters him, but the tramp's odd behavior starts to wear everyone down.",https://www.imdb.com/title/tt0022718/,https://m.media-amazon.com/images/M/MV5BMTRkZDBhM2MtZjEwMi00NzhjLWI0YjctMjRiNmY2MzY0NTg3XkEyXkFqcGc@._V1_SX300.jpg
I Am a Fugitive From a Chain Gang,1932.0,"Crime, Drama, Film-Noir","Paul Muni, Glenda Farrell, Helen Vinson",Mervyn LeRoy,"A World War I veteran and aspiring engineer tries to re-enter civilian life. After being unwillingly caught up in a robbery, he suffers the intolerable conditions of a Southern chain gang, struggling to clear his name and prove hi...",https://www.imdb.com/title/tt0023042/,https://m.media-amazon.com/images/M/MV5BM2M2MTE4NTMtYTM3Mi00ODMwLTg2MjctMjNiMmQ0ZTA4N2M3XkEyXkFqcGc@._V1_SX300.jpg
The Vampire (Vampyr),1932.0,"Horror, Sci-Fi, Thriller","John Beal, Coleen Gray, Kenneth Tobey",Paul Landres,"A kind, small-town doctor mistakenly ingests pills made from vampire bat blood and they turn him into a dangerous fanged creature.",https://www.imdb.com/title/tt0051150/,https://m.media-amazon.com/images/M/MV5BNmYzYmZiMmItYjRkMi00ZTM1LWIzODUtOWIwMzk2ZmU3OWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Shanghai Express,1932.0,"Adventure, Drama, Film-Noir","Marlene Dietrich, Clive Brook, Anna May Wong",Josef von Sternberg,A notorious woman rides a train through a dangerous situation with a British captain she loved.,https://www.imdb.com/title/tt0023458/,https://m.media-amazon.com/images/M/MV5BMzk1ZGVlZGItZTc5ZS00NzM4LTg5MWQtMmQ2Njc5Mjc0NDU0XkEyXkFqcGc@._V1_SX300.jpg
Trouble in Paradise,1932.0,"Comedy, Crime, Romance","Miriam Hopkins, Kay Francis, Herbert Marshall",Ernst Lubitsch,A gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. Romantic entanglements and jealousies confuse the scheme.,https://www.imdb.com/title/tt0023622/,https://m.media-amazon.com/images/M/MV5BZjI5M2M5YWEtYTU3Yi00ZGRlLWE3OWYtMzJiZTE5N2U1ZTkwXkEyXkFqcGc@._V1_SX300.jpg
Scarface: The Shame of a Nation,1932.0,,,,,,
Land Without Bread (Las Hurdes),1933.0,"Documentary, Short","Abel Jacquin, Alexandre O'Neill",Luis Buñuel,"A surrealist film, a pseudo-documentary portrait of Las Hurdes, a remote region of Spain where civilisation has barely developed, showing how the local peasants try to survive without even the most basic utilities and skills.",https://www.imdb.com/title/tt0023037/,https://m.media-amazon.com/images/M/MV5BZGZmM2YzZDktZTBiNC00M2U3LWEzM2MtNTBlMzI2OTQyMTI4XkEyXkFqcGc@._V1_SX300.jpg
King Kong,1933.0,"Action, Adventure, Romance","Naomi Watts, Jack Black, Adrien Brody",Peter Jackson,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",https://www.imdb.com/title/tt0360717/,https://m.media-amazon.com/images/M/MV5BMWY0NWE0ZjUtNjRlOS00ZDViLTgxNTQtMGMwN2FhNDY1YTg2XkEyXkFqcGc@._V1_SX300.jpg
42nd Street,1933.0,"Comedy, Drama, Musical","Warner Baxter, Bebe Daniels, George Brent",Lloyd Bacon,"When the leading lady of a Broadway musical breaks her ankle, she is replaced by a young unknown actress, who becomes the star of the show.",https://www.imdb.com/title/tt0024034/,https://m.media-amazon.com/images/M/MV5BZjY2NDYwNGEtOThiZS00ZWQyLWE5OTAtMTUwMjZlOTQ4ZWFjXkEyXkFqcGc@._V1_SX300.jpg
She Done Him Wrong,1933.0,"Comedy, Drama, History","Mae West, Cary Grant, Owen Moore",Lowell Sherman,"In the Gay Nineties, a seductive nightclub singer contends with several suitors, including a jealous escaped convict and a handsome temperance league member.",https://www.imdb.com/title/tt0024548/,https://m.media-amazon.com/images/M/MV5BMzVlMDkwMzQtNTgzZC00YjYxLWIyMTMtNGEzYzExZDU4MDVkXkEyXkFqcGc@._V1_SX300.jpg
Duck Soup,1933.0,"Comedy, Musical","Groucho Marx, Harpo Marx, Chico Marx",Leo McCarey,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side th...",https://www.imdb.com/title/tt0023969/,https://m.media-amazon.com/images/M/MV5BNGE5Mzg3NzMtZmI3My00ZWQwLThjYjYtOTZmZjQyNDVjMjIwXkEyXkFqcGc@._V1_SX300.jpg
Footlight Parade,1933.0,"Comedy, Musical, Romance","James Cagney, Joan Blondell, Ruby Keeler",Lloyd Bacon,"Chester Kent struggles against time, romance, and a rival's spy to produce spectacular live ""prologues"" for movie houses.",https://www.imdb.com/title/tt0024028/,https://m.media-amazon.com/images/M/MV5BZGVmYThkZWQtZjMzMS00NWJmLTkwZGUtNTBiOGY5N2UxZDcyXkEyXkFqcGc@._V1_SX300.jpg
The Bitter Tea of General Yen,1933.0,"Drama, War","Golab Adineh, Morteza Ahmadi, Marzieh Vafamehr, Hosein Yari",Naser Taghvai,N/A,https://www.imdb.com/title/tt0384875/,https://m.media-amazon.com/images/M/MV5BMDVlY2FjODItYTJlYi00ZGQ4LWFmZjQtNDZjOWE3ZDEzYjNkXkEyXkFqcGdeQXVyMTY4MTc4NA@@._V1_SX300.jpg
Zero for Conduct (Zéro de Conduite),1933.0,Drama,"Jean Dasté, Robert le Flon, Louis Lefebvre",Jean Vigo,"In a repressive boarding school with rigid rules of behavior, four boys decide to rebel against the direction on a celebration day.",https://www.imdb.com/title/tt0024803/,https://m.media-amazon.com/images/M/MV5BNDNiM2E5MjctOTM0NC00ZmJkLWIyMmYtNzE3MTIwM2I0Y2I2XkEyXkFqcGc@._V1_SX300.jpg
Gold Diggers of 1933,1933.0,"Comedy, Drama, Musical","Warren William, Joan Blondell, Aline MacMahon",Mervyn LeRoy,"A wealthy composer rescues unemployed Broadway performers with a new play, but insists on remaining anonymous.",https://www.imdb.com/title/tt0024069/,https://m.media-amazon.com/images/M/MV5BMjIyMTQ4MzQwOF5BMl5BanBnXkFtZTgwMzA4NDE1MjE@._V1_SX300.jpg
Sons of the Desert,1933.0,"Comedy, Family","Stan Laurel, Oliver Hardy, Charley Chase",William A. Seiter,"When Stan and Ollie trick their wives into thinking that they are taking a medicinal cruise while they're actually going to a convention, the wives find out the truth the hard way.",https://www.imdb.com/title/tt0024601/,https://m.media-amazon.com/images/M/MV5BZjIyNDJkMTktYWU0OC00OGE2LWFjM2MtODU1ZTM3YzhkMzQyXkEyXkFqcGc@._V1_SX300.jpg
Queen Christina,1933.0,"Biography, Drama, History","Greta Garbo, John Gilbert, Ian Keith",Rouben Mamoulian,"Queen Christina of Sweden is a popular monarch who is loyal to her country. However, when she falls in love with a Spanish envoy, she must choose between the throne and the man she loves.",https://www.imdb.com/title/tt0024481/,https://m.media-amazon.com/images/M/MV5BMjIyMjg1ODk4OF5BMl5BanBnXkFtZTgwNDA0NzkxMjE@._V1_SX300.jpg
L'Atalante,1934.0,"Comedy, Drama, Romance","Dita Parlo, Jean Dasté, Gilles Margaritis",Jean Vigo,Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.,https://www.imdb.com/title/tt0024844/,https://m.media-amazon.com/images/M/MV5BMjYwMzU5MGYtYTQzOC00YWJhLTlhNmQtNDMxMWZjYjVhMzA0XkEyXkFqcGc@._V1_SX300.jpg
The Black Cat,1934.0,"Crime, Horror, Romance","Boris Karloff, Bela Lugosi, David Manners",Edgar G. Ulmer,Stranded honeymooners follow mad doctor to manor.,https://www.imdb.com/title/tt0024894/,https://m.media-amazon.com/images/M/MV5BMzRlNjUzMGQtMGM2MS00ODY0LWI1NjktMjNmY2EyYjdmNmFiXkEyXkFqcGc@._V1_SX300.jpg
Triumph of the Will (Triumph des Willens),1934.0,"Documentary, History","Adolf Hitler, Hermann Göring, Max Amann",Leni Riefenstahl,"The infamous propaganda film of the 1934 Nazi Party rally in Nuremberg, Germany.",https://www.imdb.com/title/tt0025913/,https://m.media-amazon.com/images/M/MV5BNDU3MTQyMDY4Nl5BMl5BanBnXkFtZTgwMDYzOTA2MjE@._V1_SX300.jpg
It's a Gift,1934.0,Comedy,"W.C. Fields, Kathleen Howard, Jean Rouverol",Norman Z. McLeod,"A henpecked New Jersey grocer makes plans to move to California to grow oranges, despite the resistance of his overbearing wife.",https://www.imdb.com/title/tt0025318/,https://m.media-amazon.com/images/M/MV5BNTRhMjI3ODAtM2M2ZC00NDdkLWE0ZmMtYmIwZTMwMDhlMTk0XkEyXkFqcGc@._V1_SX300.jpg
The Goddess (Shen nu),1934.0,Drama,"Sharmila Tagore, Soumitra Chatterjee, Chhabi Biswas",Satyajit Ray,"A young woman is deemed a goddess when her father-in-law, a rich feudal land-lord, has a dream envisioning her as an avatar of Kali.",https://www.imdb.com/title/tt0053765/,https://m.media-amazon.com/images/M/MV5BOGE5YzZiMDMtNTgzYS00OGQ4LWFlOTQtYzFkNDRkYzgzNWRmXkEyXkFqcGc@._V1_SX300.jpg
It Happened One Night,1934.0,"Comedy, Romance","Clark Gable, Claudette Colbert, Walter Connolly",Frank Capra,A rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from Florida to New York and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.,https://www.imdb.com/title/tt0025316/,https://m.media-amazon.com/images/M/MV5BOTYxYWYwNWUtZTZkOS00MDY3LTg0MTktZGZjYjI3NTJiYzZmXkEyXkFqcGc@._V1_SX300.jpg
The Thin Man,1934.0,"Comedy, Crime, Mystery","William Powell, Myrna Loy, Maureen O'Sullivan",W.S. Van Dyke,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",https://www.imdb.com/title/tt0025878/,https://m.media-amazon.com/images/M/MV5BOWNhZmQxMzUtZDMxYS00OWFhLWI1MjgtOTYxNmM0NWQ3M2FhXkEyXkFqcGc@._V1_SX300.jpg
Judge Priest,1934.0,"Comedy, Drama, Romance","Will Rogers, Tom Brown, Anita Louise",John Ford,"Judge Priest, a proud Confederate veteran, uses common sense and considerable humanity to dispense justice in a small town in the Post-Bellum Kentucky.",https://www.imdb.com/title/tt0025335/,https://m.media-amazon.com/images/M/MV5BODQ4ODI4NGEtZDg5Mi00Mzg1LTg1YzEtNDY2YTlhNTVkMGIyXkEyXkFqcGc@._V1_SX300.jpg
Captain Blood,1935.0,"Action, Adventure, History","Errol Flynn, Olivia de Havilland, Lionel Atwill",Michael Curtiz,"After treating a Monmouth rebel against King James II in 1680s England, a young Irish doctor is exiled as a slave to Jamaica where he captures a Spanish galleon and becomes the most feared pirate of the Caribbean.",https://www.imdb.com/title/tt0026174/,https://m.media-amazon.com/images/M/MV5BMjMwNDc1MzMyNV5BMl5BanBnXkFtZTgwODUzMjU1MzE@._V1_SX300.jpg
Top Hat,1935.0,"Comedy, Musical, Romance","Fred Astaire, Ginger Rogers, Edward Everett Horton",Mark Sandrich,"An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",https://www.imdb.com/title/tt0027125/,https://m.media-amazon.com/images/M/MV5BYzUzZWE4NzctYzlkYS00NDkwLTljYjMtNWQwMDY4NGExZmJkXkEyXkFqcGc@._V1_SX300.jpg
Mutiny on the Bounty,1935.0,"Adventure, Biography, Drama","Charles Laughton, Clark Gable, Franchot Tone",Frank Lloyd,"First mate Fletcher Christian leads a revolt against his sadistic commander, Captain Bligh, in this classic seafaring adventure, based on the real-life 1789 mutiny.",https://www.imdb.com/title/tt0026752/,https://m.media-amazon.com/images/M/MV5BYmY0ZWE0MDQtOTE5My00Yjg4LTg4NjEtODhjNzZkYzM2MWMxXkEyXkFqcGc@._V1_SX300.jpg
The 39 Steps,1935.0,"Crime, Mystery, Thriller","Robert Donat, Madeleine Carroll, Lucie Mannheim",Alfred Hitchcock,"A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information.",https://www.imdb.com/title/tt0026029/,https://m.media-amazon.com/images/M/MV5BMTY5ODAzMTcwOF5BMl5BanBnXkFtZTcwMzYxNDYyNA@@._V1_SX300.jpg
A Night at the Opera,1935.0,"Comedy, Music, Romance","Chris Kattan, Will Ferrell, Raquel Gardner",John Fortenberry,"Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury.",https://www.imdb.com/title/tt0120770/,https://m.media-amazon.com/images/M/MV5BOTcyOWVlMDAtZDkzNi00ZWVhLWE5MjMtZmJiYjE0NjU3NDlkXkEyXkFqcGc@._V1_SX300.jpg
Bride of Frankenstein,1935.0,"Drama, Horror, Sci-Fi","Boris Karloff, Elsa Lanchester, Colin Clive",James Whale,"Mary Shelley reveals the main characters of her novel survived: Baron Henry Frankenstein, goaded by an even madder scientist, builds his monster a mate.",https://www.imdb.com/title/tt0026138/,https://m.media-amazon.com/images/M/MV5BNTExZmY1YjAtMjc1MS00NGZhLWJjMGEtYjk3MTQyZTNmNGE2XkEyXkFqcGc@._V1_SX300.jpg
Peter Ibbetson,1935.0,"Drama, Fantasy, Romance","Gary Cooper, Ann Harding, John Halliday",Henry Hathaway,A Victorian-era architect commissioned by the Duke of Towers to design his stables falls in love with the Duchess.,https://www.imdb.com/title/tt0026866/,https://m.media-amazon.com/images/M/MV5BN2VjMTY5MTgtMGEwMy00YTUxLWE1YjktZWZiM2IzYzM1M2EzXkEyXkFqcGc@._V1_SX300.jpg
Things to Come,1936.0,Drama,"Isabelle Huppert, André Marcon, Roman Kolinka",Mia Hansen-Løve,"A philosophy teacher soldiers through the death of her mother, losing her book deal, and dealing with a husband who is cheating on her.",https://www.imdb.com/title/tt4120176/,https://m.media-amazon.com/images/M/MV5BNmMxNmRjZmEtYjc5Ni00MmE0LWFjMDYtZDE2ODQ0M2ZjZTVmXkEyXkFqcGc@._V1_SX300.jpg
Camille,1936.0,"Drama, Romance","Greta Garbo, Robert Taylor, Lionel Barrymore",George Cukor,"A Parisian courtesan must choose between the young man who loves her and the callous baron who wants her, even as her own health begins to fail.",https://www.imdb.com/title/tt0028683/,https://m.media-amazon.com/images/M/MV5BMjAxODQwMjI2MV5BMl5BanBnXkFtZTgwMzc3NTMyMTE@._V1_SX300.jpg
Mr. Deeds Goes to Town,1936.0,"Comedy, Drama, Romance","Gary Cooper, Jean Arthur, George Bancroft",Frank Capra,A unassuming greeting card poet from a small town in Vermont heads to New York City upon inheriting a massive fortune and is immediately hounded by those who wish to take advantage of him.,https://www.imdb.com/title/tt0027996/,https://m.media-amazon.com/images/M/MV5BOGY0OTZiNjEtNzYwYS00MDE3LWI4MTEtZjFmMTI4MTZkNjJlXkEyXkFqcGc@._V1_SX300.jpg
Swing Time,1936.0,"Comedy, Musical, Romance","Fred Astaire, Ginger Rogers, Victor Moore",George Stevens,"Roguish gambler/dancer ""Lucky"" Garnett is challenged by his fiance's father to come up with $25,000 to prove he's worthy of her hand. But after he falls in love with a dance instructor, Lucky'll do anything to keep from earning th...",https://www.imdb.com/title/tt0028333/,https://m.media-amazon.com/images/M/MV5BZjNhOTEwZGItNTU4MS00ZDAzLWJhMWYtNzkwNjQ0Yjg4YTg5XkEyXkFqcGc@._V1_SX300.jpg
Modern Times,1936.0,"Comedy, Drama, Romance","Charles Chaplin, Paulette Goddard, Henry Bergman",Charles Chaplin,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,https://www.imdb.com/title/tt0027977/,https://m.media-amazon.com/images/M/MV5BODVkZGFhNGQtYjdiYi00Njc4LWFmYTItNTlmNzJjMTg1ZDc5XkEyXkFqcGc@._V1_SX300.jpg
Sabotage,1936.0,"Action, Crime, Drama","Arnold Schwarzenegger, Sam Worthington, Terrence Howard",David Ayer,Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.,https://www.imdb.com/title/tt1742334/,https://m.media-amazon.com/images/M/MV5BMTUxNjI4MjEyN15BMl5BanBnXkFtZTgwMDUxMDM4MDE@._V1_SX300.jpg
The Story of a Cheat (Le Roman d'un Tricheur),1936.0,"Crime, Drama, Fantasy","Ben Whishaw, Dustin Hoffman, Alan Rickman",Tom Tykwer,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",https://www.imdb.com/title/tt0396171/,https://m.media-amazon.com/images/M/MV5BMTg2Mzk2NjkzNl5BMl5BanBnXkFtZTYwMzIzOTc2._V1_SX300.jpg
Dodsworth,1936.0,"Drama, Romance","Walter Huston, Ruth Chatterton, Paul Lukas",William Wyler,A retired auto manufacturer and his wife take a long-planned European vacation only to find that they want very different things from life.,https://www.imdb.com/title/tt0027532/,https://m.media-amazon.com/images/M/MV5BOThmMGMyZWUtODFkMS00ZDMyLTg1OTYtYWI5NmI3YTI4NDgwXkEyXkFqcGc@._V1_SX300.jpg
A Day in the Country (Une Partie de Campagne),1936.0,"Short, Comedy, Drama","Sylvia Bataille, Jane Marken, Georges D'Arnoux",Jean Renoir,"The family of a Parisian shop-owner spends a day in the country. The daughter falls in love with a man at the inn, where they spend the day.",https://www.imdb.com/title/tt0028445/,https://m.media-amazon.com/images/M/MV5BZjFlMDNmMTYtYmMxNS00MDJkLTlhY2UtMjAxMjZiZjFhODE2XkEyXkFqcGc@._V1_SX300.jpg
My Man Godfrey,1936.0,"Comedy, Drama, Romance","William Powell, Carole Lombard, Alice Brady",Gregory La Cava,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,https://www.imdb.com/title/tt0028010/,https://m.media-amazon.com/images/M/MV5BMTVlOTFjMzQtNGJmNy00ZTUwLTgwNWUtZWUyMzY2MGU3MjU4XkEyXkFqcGc@._V1_SX300.jpg
Make Way for Tomorrow,1937.0,"Drama, Romance","Victor Moore, Beulah Bondi, Fay Bainter",Leo McCarey,An elderly couple are forced to live hundreds of miles apart when they lose their house and none of their five children will take both parents in.,https://www.imdb.com/title/tt0029192/,https://m.media-amazon.com/images/M/MV5BMmQxODg3OTctODBhZi00NjdkLWFmNWEtMTkyMTlkNWQzMjk1XkEyXkFqcGc@._V1_SX300.jpg
Grand Illusion (La Grande Illusion),1937.0,"Drama, War","Jean Gabin, Dita Parlo, Pierre Fresnay",Jean Renoir,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.",https://www.imdb.com/title/tt0028950/,https://m.media-amazon.com/images/M/MV5BMTg3MTI5NTk0N15BMl5BanBnXkFtZTgwMjU1MDM5MTE@._V1_SX300.jpg
Pépé le Moko,1937.0,"Crime, Drama, Romance","Jean Gabin, Gabriel Gabrio, Saturnin Fabre",Julien Duvivier,"A wanted gangster is both king and prisoner of the Casbah. He is protected from arrest by his friends, but is torn by his desire for freedom outside. A visiting Parisian beauty may just tempt his fate.",https://www.imdb.com/title/tt0029453/,https://m.media-amazon.com/images/M/MV5BOGM0ZWRkMDctZjA2My00Y2RhLWFhNmQtOGYwZmM5Y2ZlYzgxXkEyXkFqcGc@._V1_SX300.jpg
Captains Courageous,1937.0,"Adventure, Drama, Family","Spencer Tracy, Freddie Bartholomew, Lionel Barrymore",Victor Fleming,"A spoiled brat who falls overboard from a steamship in the 1920s gets picked up by a New England fishing boat, where he's made to earn his keep by joining the crew in their work.",https://www.imdb.com/title/tt0028691/,https://m.media-amazon.com/images/M/MV5BMzI3MDg4Y2EtNmQ4Mi00NjFkLTkxZjQtMGM0YjVmNzNlYTQ3XkEyXkFqcGc@._V1_SX300.jpg
